"locale","district_id","name"
"th_TH","Talat Phlu","ตลาดพลู"
"th_TH","Bang Yi Ruea","บางยี่เรือ"
"th_TH","Bukkhalo","บุคคโล"
"th_TH","Wat Kanlaya","วัดกัลยาณ์"
"th_TH","Samre","สำเหร่"
"th_TH","Hiran Ruchi","หิรัญรูจี"
"th_TH","Tha Raeng","ท่าแร้ง"
"th_TH","Anusawari","อนุสาวรีย์"
"th_TH","Bang Khae","บางแค"
"th_TH","Bang Khae Nuea","บางแคเหนือ"
"th_TH","Bang Phai","บางไผ่"
"th_TH","Lak Song","หลักสอง"
"th_TH","Wat Tha Phra","วัดท่าพระ"
"th_TH","Wat Arun","วัดอรุณ"
"th_TH","Bang Khun Non","บางขุนนนท์"
"th_TH","Bang Khun Si","บางขุนศรี"
"th_TH","Ban Chang Lo","บ้านช่างหล่อ"
"th_TH","Siriraj","ศิริราช"
"th_TH","Arun Ammarin","อรุณอมรินทร์"
"th_TH","Khlong Chan","คลองจั่น"
"th_TH","Hua Mak","หัวหมาก"
"th_TH","Samae Dam","แสมดำ"
"th_TH","Tha Kham","ท่าข้าม"
"th_TH","Bang Khlo","บางโคล่"
"th_TH","Bang Kho Laem","บางคอแหลม"
"th_TH","Wat Phraya Krai","วัดพระยาไกร"
"th_TH","Bang Sue","บางซื่อ"
"th_TH","Wong Sawang","วงศ์สว่าง"
"th_TH","Bang Na","บางนา"
"th_TH","Bang Bon","บางบอน"
"th_TH","Bang Bamru","บางบำหรุ"
"th_TH","Bang Phlat","บางพลัด"
"th_TH","Bang Yi Khan","บางยี่ขัน"
"th_TH","Bang O","บางอ้อ"
"th_TH","Bang Rak","บางรัก"
"th_TH","Maha Phruettharam","มหาพฤฒาราม"
"th_TH","Sipraya","สี่พระยา"
"th_TH","Si Lom","สีลม"
"th_TH","Suriyawong","สุริยวงศ์"
"th_TH","Khlong Kum","คลองกุ่ม"
"th_TH","Nawamin","นวมินทร์"
"th_TH","Nuan Chan","นวลจันทร์"
"th_TH","Pathum Wan","ปทุมวัน"
"th_TH","Rong Mueang","รองเมือง"
"th_TH","Lumphini","ลุมพินี"
"th_TH","Wang Mai","วังใหม่"
"th_TH","Dokmai","ดอกไม้"
"th_TH","Prawet","ประเวศ"
"th_TH","Nong Bon","หนองบอน"
"th_TH","Khlong Mahanak","คลองมหานาค"
"th_TH","Ban Bat","บ้านบาตร"
"th_TH","Pom Prap","ป้อมปราบ"
"th_TH","Wat Thepsirin","วัดเทพศิรินทร์"
"th_TH","Wat Sommanat","วัดโสมนัส"
"th_TH","Sam Sen Nai","สามเสนใน"
"th_TH","Bang Chak","บางจาก"
"th_TH","Sao Chingcha","เสาชิงช้า"
"th_TH","Chana Songkhram","ชนะสงคราม"
"th_TH","Talat Yot","ตลาดยอด"
"th_TH","Bowon Niwet","บวรนิเวศ"
"th_TH","Bang Khun Phrom","บางขุนพรหม"
"th_TH","Ban Phan Thom","บ้านพานถม"
"th_TH","Phra Borom Maha Ratcha Wang","พระบรมมหาราชวัง"
"th_TH","Wang Burapha Phirom","วังบูรพาภิรมย์"
"th_TH","Wat Ratchabophit","วัดราชบพิธ"
"th_TH","Wat Sam Phraya","วัดสามพระยา"
"th_TH","San Chaopho Suea","ศาลเจ้าพ่อเสือ"
"th_TH","Samran Rat","สำราญราษฎร์"
"th_TH","Khlong Khwang","คลองขวาง"
"th_TH","Khuhasawan","คูหาสวรรค์"
"th_TH","Bang Waek","บางแวก"
"th_TH","Bang Chak","บางจาก"
"th_TH","Bang Duan","บางด้วน"
"th_TH","Bang Wa","บางหว้า"
"th_TH","Pak Khlong Phasi Charoen","ปากคลองภาษีเจริญ"
"th_TH","Saen Saep","แสนแสบ"
"th_TH","Min Buri","มีนบุรี"
"th_TH","Chong Nonsi","ช่องนนทรี"
"th_TH","Bang Phong Pang","บางโพงพาง"
"th_TH","Thanon Phetchaburi","ถนนเพชรบุรี"
"th_TH","Thanon Phaya Thai","ถนนพญาไท"
"th_TH","Thung Phaya Thai","ทุ่งพญาไท"
"th_TH","Makkasan","มักกะสัน"
"th_TH","Bang Pakok","บางปะกอก"
"th_TH","Rat Burana","ราษฎร์บูรณะ"
"th_TH","Khum Thong","ขุมทอง"
"th_TH","Khlong Song Ton Nun","คลองสองต้นนุ่น"
"th_TH","Khlong Sam Prawet","คลองสามประเวศ"
"th_TH","Thap Yao","ทับยาว"
"th_TH","Lat Krabang","ลาดกระบัง"
"th_TH","Lam Pla Thio","ลำปลาทิว"
"th_TH","Chorakhe Bua","จรเข้บัว"
"th_TH","Lat Phrao","ลาดพร้าว"
"th_TH","Khlong Chaokhun Sing","คลองเจ้าคุณสิงห์"
"th_TH","Phlapphla ","พลับพลา"
"th_TH","Wang Thonglang","วังทองหลาง"
"th_TH","Saphan Song","สะพานสอง"
"th_TH","Khlong Tan Nuea","คลองตันเหนือ"
"th_TH","Phra Khanong Nuea","พระโขนงเหนือ"
"th_TH","Khlong Toei Nuea","คลองเตยเหนือ"
"th_TH","Suan Luang","สวนหลวง"
"th_TH","Saphan Sung","สะพานสูง"
"th_TH","Chakkrawat","จักรวรรดิ"
"th_TH","Talat Noi","ตลาดน้อย"
"th_TH","Samphanthawong","สัมพันธวงศ์"
"th_TH","Thung Maha Mek","ทุ่งมหาเมฆ"
"th_TH","Thung Wat Don","ทุ่งวัดดอน"
"th_TH","Yan Nawa","ยานนาวา"
"th_TH","Khlong Thanon","คลองถนน"
"th_TH","Sai Mai","สายไหม"
"th_TH","O Ngoen","ออเงิน"
"th_TH","Nong Khaem","หนองแขม"
"th_TH","Nong Khang Phlu","หนองค้างพลู"
"th_TH","Khok Faet","โคกแฝด"
"th_TH","Krathum Rai","กระทุ่มราย"
"th_TH","Khlong Sip","คลองสิบ"
"th_TH","Khlong Sip Song","คลองสิบสอง"
"th_TH","Khu Fang Nuea","คู้ฝั่งเหนือ"
"th_TH","Lam Toi Ting","ลำต้อยติ่ง"
"th_TH","Lam Phak Chi","ลำผักชี"
"th_TH","Nong Chok","หนองจอก"
"th_TH","Talat Bang Khen","ตลาดบางเขน"
"th_TH","Thung Song Hong","ทุ่งสองห้อง"
"th_TH","Bang Kapi","บางกะปิ"
"th_TH","Sam Sen Nok","สามเสนนอก"
"th_TH","Huai Khwang","ห้วยขวาง"
"th_TH","Thepharak","เทพารักษ์"
"th_TH","Phraek Sa","แพรกษา"
"th_TH","Phraek Sa Mai","แพรกษาใหม่"
"th_TH","Thai Ban","ท้ายบ้าน"
"th_TH","Thai Ban Mai","ท้ายบ้านใหม่"
"th_TH","Bang Mueang","บางเมือง"
"th_TH","Bang Mueang Mai","บางเมืองใหม่"
"th_TH","Bang Prong","บางโปรง"
"th_TH","Bang Duan","บางด้วน"
"th_TH","Bang Pu","บางปู"
"th_TH","Bang Pu Mai","บางปูใหม่"
"th_TH","Pak Nam","ปากน้ำ"
"th_TH","Samrong Nuea","สำโรงเหนือ"
"th_TH","Bang Sao Thong","บางเสาธง"
"th_TH","Sisa Chorakhe Yai","ศีรษะจรเข้ใหญ่"
"th_TH","Sisa Chorakhe Noi","ศีรษะจรเข้น้อย"
"th_TH","Preng","เปร็ง"
"th_TH","Khlong Dan","คลองด่าน"
"th_TH","Khlong Niyom Yattra","คลองนิยมยาตรา"
"th_TH","Khlong Suan","คลองสวน"
"th_TH","Bang Phriang","บางเพรียง"
"th_TH","Bang Bo","บางบ่อ"
"th_TH","Bang Phli Noi","บางพลีน้อย"
"th_TH","Ban Ra Kat","บ้านระกาศ"
"th_TH","Bang Kaeo","บางแก้ว"
"th_TH","Bang Chalong","บางโฉลง"
"th_TH","Bang Pla","บางปลา"
"th_TH","Bang Phli Yai","บางพลีใหญ่"
"th_TH","Racha Thewa","ราชาเทวะ"
"th_TH","Nong Prue","หนองปรือ"
"th_TH","Talat","ตลาด"
"th_TH","Song Khanong","ทรงคนอง"
"th_TH","Bang Krasop","บางกระสอบ"
"th_TH","Bang Ko Bua","บางกอบัว"
"th_TH","Bang Kachao","บางกะเจ้า"
"th_TH","Bang Khru","บางครุ"
"th_TH","Bang Chak","บางจาก"
"th_TH","Bang Nam Phueng","บางน้ำผึ้ง"
"th_TH","Bang Phueng","บางพึ่ง"
"th_TH","Bang Yo","บางยอ"
"th_TH","Bang Ya Phraek","บางหญ้าแพรก"
"th_TH","Bang Hua Suea","บางหัวเสือ"
"th_TH","Samrong","สำโรง"
"th_TH","Samrong Tai","สำโรงใต้"
"th_TH","Samrong Klang","สำโรงกลาง"
"th_TH","Laem Fa Pha","แหลมฟ้าผ่า"
"th_TH","Nai Khlong Bang Pla Kot","ในคลองบางปลากด"
"th_TH","Na Kluea","นาเกลือ"
"th_TH","Ban Khlong Suan","บ้านคลองสวน"
"th_TH","Pak Khlong Bang Pla Kot","ปากคลองบางปลากด"
"th_TH","Krokkrak","โกรกกราก"
"th_TH","Khok Kham","โคกขาม"
"th_TH","Kalong","กาหลง"
"th_TH","Khok Krabue","คอกกระบือ"
"th_TH","Chai Mongkhon","ชัยมงคล"
"th_TH","Tha Chin","ท่าจีน"
"th_TH","Tha Chalom","ท่าฉลอม"
"th_TH","Tha Sai","ท่าทราย"
"th_TH","Na Khok","นาโคก"
"th_TH","Na Di","นาดี"
"th_TH","Bang Tho Rat","บางโทรัด"
"th_TH","Bang Krachao","บางกระเจ้า"
"th_TH","Bang Nam Chuet","บางน้ำจืด"
"th_TH","Bang Ya Phraek","บางหญ้าแพรก"
"th_TH","Ban Ko","บ้านเกาะ"
"th_TH","Ban Bo","บ้านบ่อ"
"th_TH","Phanthai Norasing","พันท้ายนรสิงห์"
"th_TH","Maha Chai","มหาชัย"
"th_TH","Khae Rai","แคราย"
"th_TH","Khlong Maduea","คลองมะเดื่อ"
"th_TH","Don Kai Di","ดอนไก่ดี"
"th_TH","Talat Krathum Baen","ตลาดกระทุ่มแบน"
"th_TH","Tha Sao","ท่าเสา"
"th_TH","Tha Mai","ท่าไม้"
"th_TH","Bang Yang","บางยาง"
"th_TH","Suan Luang","สวนหลวง"
"th_TH","Nong Nok Khai","หนองนกไข่"
"th_TH","Om Noi","อ้อมน้อย"
"th_TH","Kaset Phatthana","เกษตรพัฒนา"
"th_TH","Chet Rio","เจ็ดริ้ว"
"th_TH","Rong Khe","โรงเข้"
"th_TH","Khlong Tan","คลองตัน"
"th_TH","Ban Phaeo","บ้านแพ้ว"
"th_TH","Yokkrabat","ยกกระบัตร"
"th_TH","Suan Som","สวนส้ม"
"th_TH","Nong Bua","หนองบัว"
"th_TH","Nong Song Hong","หนองสองห้อง"
"th_TH","Lak Song","หลักสอง"
"th_TH","Lak Sam","หลักสาม"
"th_TH","Amphaeng","อำแพง"
"th_TH","Sai Ma","ไทรม้า"
"th_TH","Talat Khwan","ตลาดขวัญ"
"th_TH","Tha Sai","ท่าทราย"
"th_TH","Bang Khen","บางเขน"
"th_TH","Bang Phai","บางไผ่"
"th_TH","Bang Kraso","บางกระสอ"
"th_TH","Bang Krang","บางกร่าง"
"th_TH","Bang Rak Noi","บางรักน้อย"
"th_TH","Bang Si Mueang","บางศรีเมือง"
"th_TH","Suan Yai","สวนใหญ่"
"th_TH","Sai Yai","ไทรใหญ่"
"th_TH","Sai Noi","ไทรน้อย"
"th_TH","Khun Si","ขุนศรี"
"th_TH","Khlong Khwang","คลองขวาง"
"th_TH","Thawi Watthana","ทวีวัฒนา"
"th_TH","Rat Niyom","ราษฎร์นิยม"
"th_TH","Nong Phrao Ngai","หนองเพรางาย"
"th_TH","Sao Thong Hin","เสาธงหิน"
"th_TH","Bang Len","บางเลน"
"th_TH","Bang Mae Nang","บางแม่นาง"
"th_TH","Bang Yai","บางใหญ่"
"th_TH","Bang Muang","บางม่วง"
"th_TH","Ban Mai","บ้านใหม่"
"th_TH","Bang Kruai","บางกรวย"
"th_TH","Bang Khanun","บางขนุน"
"th_TH","Bang Khun Kong","บางขุนกอง"
"th_TH","Bang Khu Wiang","บางคูเวียง"
"th_TH","Bang Si Thong","บางสีทอง"
"th_TH","Plai Bang","ปลายบาง"
"th_TH","Maha Sawat","มหาสวัสดิ์"
"th_TH","Wat Chalo","วัดชลอ"
"th_TH","Sala Klang","ศาลากลาง"
"th_TH","Sano Loi","โสนลอย"
"th_TH","Bang Khu Rat","บางคูรัด"
"th_TH","Bang Bua Thong","บางบัวทอง"
"th_TH","Bang Rak Yai","บางรักใหญ่"
"th_TH","Bang Rak Phatthana","บางรักพัฒนา"
"th_TH","Phimon Rat","พิมลราช"
"th_TH","Lahan","ละหาร"
"th_TH","Lam Pho","ลำโพ"
"th_TH","Ko Kret","เกาะเกร็ด"
"th_TH","Khlong Kluea","คลองเกลือ"
"th_TH","Khlong Khoi","คลองข่อย"
"th_TH","Khlong Phra Udom","คลองพระอุดม"
"th_TH","Tha It","ท่าอิฐ"
"th_TH","Bang Talat","บางตลาด"
"th_TH","Bang Tanai","บางตะไนย์"
"th_TH","Bang Phlap","บางพลับ"
"th_TH","Bang Phut","บางพูด"
"th_TH","Ban Mai","บ้านใหม่"
"th_TH","Pak Kret","ปากเกร็ด"
"th_TH","Om Kret","อ้อมเกร็ด"
"th_TH","Bang Duea","บางเดื่อ"
"th_TH","Bang Kadi","บางกะดี"
"th_TH","Bang Khayaeng","บางขะแยง"
"th_TH","Bang Khu Wat","บางคูวัด"
"th_TH","Bang Prok","บางปรอก"
"th_TH","Bang Phut","บางพูด"
"th_TH","Bang Phun","บางพูน"
"th_TH","Bang Luang","บางหลวง"
"th_TH","Ban Mai","บ้านใหม่"
"th_TH","Ban Krachaeng","บ้านกระแชง"
"th_TH","Ban Klang","บ้านกลาง"
"th_TH","Ban Chang","บ้านฉาง"
"th_TH","Suan Phrik Thai","สวนพริกไทย"
"th_TH","Lak Hok","หลักหก"
"th_TH","Khlong Chet","คลองเจ็ด"
"th_TH","Khlong Song","คลองสอง"
"th_TH","Khlong Sam","คลองสาม"
"th_TH","Khlong Si","คลองสี่"
"th_TH","Khlong Hok","คลองหก"
"th_TH","Khlong Nueng","คลองหนึ่ง"
"th_TH","Khlong Ha","คลองห้า"
"th_TH","Bueng Nam Rak","บึงน้ำรักษ์"
"th_TH","Bueng Yitho","บึงยี่โถ"
"th_TH","Bueng Sanan","บึงสนั่น"
"th_TH","Prachathipat","ประชาธิปัตย์"
"th_TH","Rangsit","รังสิต"
"th_TH","Lam Phak Kut","ลำผักกูด"
"th_TH","Khlong Phra Udom","คลองพระอุดม"
"th_TH","Khu Khwang","คูขวาง"
"th_TH","Khu Bang Luang","คูบางหลวง"
"th_TH","Bo Ngoen","บ่อเงิน"
"th_TH","Rahaeng","ระแหง"
"th_TH","Lat Lum Kaeo","ลาดหลุมแก้ว"
"th_TH","Na Mai","หน้าไม้"
"th_TH","Khu Khot","คูคต"
"th_TH","Bueng Kho Hai","บึงคอไห"
"th_TH","Bueng Kham Phroi","บึงคำพร้อย"
"th_TH","Bueng Thong Lang","บึงทองหลาง"
"th_TH","Phuet Udom","พืชอุดม"
"th_TH","Lat Sawai","ลาดสวาย"
"th_TH","Lam Sai","ลำไทร"
"th_TH","Lam Luk Ka","ลำลูกกา"
"th_TH","Chiang Rak Yai","เชียงรากใหญ่"
"th_TH","Chiang Rak Noi","เชียงรากน้อย"
"th_TH","Krachaeng","กระแชง"
"th_TH","Khlong Khwai","คลองควาย"
"th_TH","Thai Ko","ท้ายเกาะ"
"th_TH","Bang Toei","บางเตย"
"th_TH","Bang Pho Nuea","บางโพธิ์เหนือ"
"th_TH","Bang Krabue","บางกระบือ"
"th_TH","Ban Ngio","บ้านงิ้ว"
"th_TH","Ban Pathum","บ้านปทุม"
"th_TH","Sam Khok","สามโคก"
"th_TH","Noppharat","นพรัตน์"
"th_TH","Bueng Ka Sam","บึงกาสาม"
"th_TH","Bueng Cham O","บึงชำอ้อ"
"th_TH","Bueng Bon","บึงบอน"
"th_TH","Bueng Ba","บึงบา"
"th_TH","Sala Khru","ศาลาครุ"
"th_TH","Nong Sam Wang","หนองสามวัง"
"th_TH","Chao Chet","เจ้าเจ็ด"
"th_TH","Sena","เสนา"
"th_TH","Chai Na","ชายนา"
"th_TH","Don Thong","ดอนทอง"
"th_TH","Bang Nom Kho","บางนมโค"
"th_TH","Ban Thaeo","บ้านแถว"
"th_TH","Ban Phaen","บ้านแพน"
"th_TH","Ban Pho","บ้านโพธิ์"
"th_TH","Ban Krathum","บ้านกระทุ่ม"
"th_TH","Ban Luang","บ้านหลวง"
"th_TH","Manwichai","มารวิชัย"
"th_TH","Rang Chon Khe","รางจรเข้"
"th_TH","Lat Nga","ลาดงา"
"th_TH","Sam Ko","สามกอ"
"th_TH","Sam Tum","สามตุ่ม"
"th_TH","Hua Wiang","หัวเวียง"
"th_TH","Pho En","โพธิ์เอน"
"th_TH","Champa","จำปา"
"th_TH","Tha Chao Sanuk","ท่าเจ้าสนุก"
"th_TH","Tha Ruea","ท่าเรือ"
"th_TH","Tha Luang","ท่าหลวง"
"th_TH","Ban Rom","บ้านร่อม"
"th_TH","Pak Tha","ปากท่า"
"th_TH","Wang Daeng","วังแดง"
"th_TH","Sala Loi","ศาลาลอย"
"th_TH","Nong Khanak","หนองขนาก"
"th_TH","Mae La","แม่ลา"
"th_TH","Khlong Sakae","คลองสะแก"
"th_TH","Tha Chang","ท่าช้าง"
"th_TH","Nakhon Luang","นครหลวง"
"th_TH","Bo Phong","บ่อโพง"
"th_TH","Bang Phra Khru","บางพระครู"
"th_TH","Bang Rakam","บางระกำ"
"th_TH","Ban Chung","บ้านชุ้ง"
"th_TH","Pak Chan","ปากจั่น"
"th_TH","Phra Non","พระนอน"
"th_TH","Sam Thai","สามไถ"
"th_TH","Nong Pling","หนองปลิง"
"th_TH","Chiang Rak Noi","เชียงรากน้อย"
"th_TH","Khae Tok","แคตก"
"th_TH","Khae Ok","แคออก"
"th_TH","Khok Chang","โคกช้าง"
"th_TH","Pho Taeng","โพแตง"
"th_TH","Phai Phra","ไผ่พระ"
"th_TH","Mai Tra","ไม้ตรา"
"th_TH","Kok Kaeo Burapha","กกแก้วบูรพา"
"th_TH","Krachaeng","กระแชง"
"th_TH","Chang Lek","ช่างเหล็ก"
"th_TH","Chang Yai","ช้างใหญ่"
"th_TH","Chang Noi","ช้างน้อย"
"th_TH","Bang Sai","บางไทร"
"th_TH","Bang Phli","บางพลี"
"th_TH","Bang Yi Tho","บางยี่โท"
"th_TH","Ban Ko","บ้านเกาะ"
"th_TH","Ban Paeng","บ้านแป้ง"
"th_TH","Ban Klueng","บ้านกลึง"
"th_TH","Ban Ma","บ้านม้า"
"th_TH","Ratchakhram","ราชคราม"
"th_TH","Sanam Chai","สนามชัย"
"th_TH","Na Mai","หน้าไม้"
"th_TH","Homok","ห่อหมก"
"th_TH","Tao Lao","เต่าเล่า"
"th_TH","Thepphamongkhon","เทพมงคล"
"th_TH","Kaeo Fa","แก้วฟ้า"
"th_TH","Bang Sai","บางซ้าย"
"th_TH","Plai Klat","ปลายกลัด"
"th_TH","Wang Phatthana","วังพัฒนา"
"th_TH","Sai Noi","ไทรน้อย"
"th_TH","Kop Chao","กบเจา"
"th_TH","Thang Chang","ทางช้าง"
"th_TH","Nam Tao","น้ำเต้า"
"th_TH","Bang Chani","บางชะนี"
"th_TH","Bang Ban","บางบาล"
"th_TH","Bang Luang","บางหลวง"
"th_TH","Bang Luang Dot","บางหลวงโดด"
"th_TH","Bang Hak","บางหัก"
"th_TH","Ban Kum","บ้านกุ่ม"
"th_TH","Ban Khlang","บ้านคลัง"
"th_TH","Phra Khao","พระขาว"
"th_TH","Maha Phram","มหาพราหมณ์"
"th_TH","Wat Taku","วัดตะกู"
"th_TH","Wat Yom","วัดยม"
"th_TH","Saphan Thai","สะพานไทย"
"th_TH","Sao Thong","เสาธง"
"th_TH","Pho Sam Ton","โพธิ์สามต้น"
"th_TH","Khayai","ขยาย"
"th_TH","Khwan Mueang","ขวัญเมือง"
"th_TH","Ta Nim","ตานิม"
"th_TH","Tan En","ตาลเอน"
"th_TH","Thap Nam","ทับน้ำ"
"th_TH","Thang Klang","ทางกลาง"
"th_TH","Bang Duea","บางเดื่อ"
"th_TH","Bang Phloeng","บางเพลิง"
"th_TH","Bang Nang Ra","บางนางร้า"
"th_TH","Bang Pahan","บางปะหัน"
"th_TH","Ban Khlo","บ้านขล้อ"
"th_TH","Ban Ma","บ้านม้า"
"th_TH","Ban Li","บ้านลี่"
"th_TH","Phutlao","พุทเลา"
"th_TH","Hansang","หันสัง"
"th_TH","Ko Koet","เกาะเกิด"
"th_TH","Chiang Rak Noi","เชียงรากน้อย"
"th_TH","Khanon Luang","ขนอนหลวง"
"th_TH","Khlong Chik","คลองจิก"
"th_TH","Khung Lan","คุ้งลาน"
"th_TH","Talat Kriap","ตลาดเกรียบ"
"th_TH","Taling Chan","ตลิ่งชัน"
"th_TH","Bang Krasan","บางกระสั้น"
"th_TH","Bang Pradaeng","บางประแดง"
"th_TH","Ban Len","บ้านเลน"
"th_TH","Ban Paeng","บ้านแป้ง"
"th_TH","Ban Pho","บ้านโพ"
"th_TH","Ban Kro","บ้านกรด"
"th_TH","Ban Phlap","บ้านพลับ"
"th_TH","Ban Sang","บ้านสร้าง"
"th_TH","Ban Wa","บ้านหว้า"
"th_TH","Wat Yom","วัดยม"
"th_TH","Sam Ruean","สามเรือน"
"th_TH","Khlong Noi","คลองน้อย"
"th_TH","Ban Phraek","บ้านแพรก"
"th_TH","Ban Mai","บ้านใหม่"
"th_TH","Song Hong","สองห้อง"
"th_TH","Sam Phaniang","สำพะเนียง"
"th_TH","Khok Chang","โคกช้าง"
"th_TH","Kudi","กุฎี"
"th_TH","Chakkarat","จักราช"
"th_TH","Don Lan","ดอนลาน"
"th_TH","Talan","ตาลาน"
"th_TH","Tha Din Daeng","ท่าดินแดง"
"th_TH","Na Khu","นาคู"
"th_TH","Ban Khae","บ้านแค"
"th_TH","Ban Yai","บ้านใหญ่"
"th_TH","Phak Hai","ผักไห่"
"th_TH","Lat Chit","ลาดชิด"
"th_TH","Lat Nam Khem","ลาดน้ำเค็ม"
"th_TH","Lam Takhian","ลำตะเคียน"
"th_TH","Nong Nam Yai","หนองน้ำใหญ่"
"th_TH","Na Khok","หน้าโคก"
"th_TH","Ammarit","อมฤต"
"th_TH","Ko Rian","เกาะเรียน"
"th_TH","Phai Ling","ไผ่ลิง"
"th_TH","Kamang","กะมัง"
"th_TH","Khlong Takhian","คลองตะเคียน"
"th_TH","Khlong Sa Bua","คลองสระบัว"
"th_TH","Khlong Suan Phlu","คลองสวนพลู"
"th_TH","Tha Wasukri","ท่าวาสุกรี"
"th_TH","Ban Ko","บ้านเกาะ"
"th_TH","Ban Mai","บ้านใหม่"
"th_TH","Ban Pom","บ้านป้อม"
"th_TH","Ban Run","บ้านรุน"
"th_TH","Pratu Chai","ประตูชัย"
"th_TH","Pak Kran","ปากกราน"
"th_TH","Phukhao Thong","ภูเขาทอง"
"th_TH","Lumphli","ลุมพลี"
"th_TH","Wat Tum","วัดตูม"
"th_TH","Suan Phrik","สวนพริก"
"th_TH","Samphao Lom","สำเภาล่ม"
"th_TH","Ho Rattanachai","หอรัตนไชย"
"th_TH","Hantra","หันตรา"
"th_TH","Hua Ro","หัวรอ"
"th_TH","Khok Muang","โคกม่วง"
"th_TH","Phai Lom","ไผ่ล้อม"
"th_TH","Krachio","กระจิว"
"th_TH","Don Ya Nang","ดอนหญ้านาง"
"th_TH","Phra Kaeo","พระแก้ว"
"th_TH","Phachi","ภาชี"
"th_TH","Rasom","ระโสม"
"th_TH","Nong Nam Sai","หนองน้ำใส"
"th_TH","Chao Pluk","เจ้าปลุก"
"th_TH","Rong Chang","โรงช้าง"
"th_TH","Kathum","กะทุ่ม"
"th_TH","Tha To","ท่าตอ"
"th_TH","Nam Tao","น้ำเต้า"
"th_TH","Bang Na","บางนา"
"th_TH","Ban Mai","บ้านใหม่"
"th_TH","Ban Khwang","บ้านขวาง"
"th_TH","Ban Na","บ้านนา"
"th_TH","Phitphian","พิตเพียน"
"th_TH","Maha Rat","มหาราช"
"th_TH","Hua Phai","หัวไผ่"
"th_TH","Khlong Phraya Banlue","คลองพระยาบันลือ"
"th_TH","Khu Salot","คู้สลอด"
"th_TH","Phraya Banlue","พระยาบันลือ"
"th_TH","Lat Bua Luang","ลาดบัวหลวง"
"th_TH","Sam Mueang","สามเมือง"
"th_TH","Singhanat","สิงหนาท"
"th_TH","Lakchai","หลักชัย"
"th_TH","Khao Ngam","ข้าวงาม"
"th_TH","Chamaep","ชะแมบ"
"th_TH","Bo Ta Lo","บ่อตาโล่"
"th_TH","Phayom","พยอม"
"th_TH","Lam Sai","ลำไทร"
"th_TH","Lam Ta Sao","ลำตาเสา"
"th_TH","Wang Chula","วังจุฬา"
"th_TH","Wang Noi","วังน้อยวังน้อย"
"th_TH","Sanap Thuep","สนับทึบ"
"th_TH","Han Taphao","หันตะเภา"
"th_TH","Sena","เสนา"
"th_TH","Pho Sao Han","โพสาวหาญ"
"th_TH","Khao Mao","ข้าวเม่า"
"th_TH","Khan Ham","คานหาม"
"th_TH","Thanu","ธนู"
"th_TH","Ban Chang","บ้านช้าง"
"th_TH","Ban Hip","บ้านหีบ"
"th_TH","Sam Bandit","สามบัณฑิต"
"th_TH","Nong Mai Sung","หนองไม้ซุง"
"th_TH","Nong Nam Som","หนองน้ำส้ม"
"th_TH","Uthai","อุทัย"
"th_TH","Phosa","โพสะ"
"th_TH","Khlong Wua","คลองวัว"
"th_TH","Champa Lo","จำปาหล่อ"
"th_TH","Talat Kruat","ตลาดกรวด"
"th_TH","Talat Luang","ตลาดหลวง"
"th_TH","Bang Kaeo","บางแก้ว"
